"Vaccine","Geographic Level","Geographic Name","Demographic Level","Demographic Name","Indicator_label","Indicator_category_label","influenza_season","Month_Week","Week_ending","Current_Season_Week_Ending_Label","Estimate","CI_Half_width_95pct","Unweighted Sample Size","Weighted Sample Size","Legend_Label","Indicator_Category_Label_Sort","Demographic_Level_Sort_Order","Geography_name_order","Geography_Level_Sort_Order","Season_Sort","Legend_Sort","suppression_flag"
,"National","National","Poverty Status","Below Poverty","Up-to-date","Yes","2023-2024","October Week 4","2023 Oct 21 12:00:00 AM","2024-10-19","25.8329","2.3327","17228","10456131","2023-2024, National. Poverty Status: Below Poverty",,"4","1","1","1","1010416","0"
,"National","National","Poverty Status","Below Poverty","4-level vaccination and intent","Received a vaccination","2023-2024","October Week 4","2023 Oct 21 12:00:00 AM","2024-10-19","25.8329","2.3327","17228","10456131","2023-2024, National. Poverty Status: Below Poverty","1","4","1","1","1","1010416","0"
,"National","National","Poverty Status","Below Poverty","4-level vaccination and intent","Definitely will get a vaccine","2023-2024","October Week 4","2023 Oct 21 12:00:00 AM","2024-10-19","22.5989","5.6356","549","10456131","2023-2024, National. Poverty Status: Below Poverty","2","4","1","1","1","1010416","0"
,"National","National","Poverty Status","Below Poverty","4-level vaccination and intent","Probably will get a vaccine","2023-2024","October Week 4","2023 Oct 21 12:00:00 AM","2024-10-19","19.7788","5.9659","549","10456131","2023-2024, National. Poverty Status: Below Poverty","3","4","1","1","1","1010416","0"
,"National","National","Poverty Status","Below Poverty","4-level vaccination and intent","Definitely or probably will not get a vaccine","2023-2024","October Week 4","2023 Oct 21 12:00:00 AM","2024-10-19","31.7894","6.413","549","10456131","2023-2024, National. Poverty Status: Below Poverty","4","4","1","1","1","1010416","0"
,"National","National","Poverty Status","Below Poverty","Up-to-date","Yes","2023-2024","October Week 5","2023 Oct 28 12:00:00 AM","2024-10-26","28.2576","2.877","17228","10006020","2023-2024, National. Poverty Status: Below Poverty",,"4","1","1","1","1010416","0"
,"National","National","Poverty Status","Below Poverty","4-level vaccination and intent","Received a vaccination","2023-2024","October Week 5","2023 Oct 28 12:00:00 AM","2024-10-26","28.2576","2.877","17228","10006020","2023-2024, National. Poverty Status: Below Poverty","1","4","1","1","1","1010416","0"
,"National","National","Poverty Status","Below Poverty","4-level vaccination and intent","Definitely will get a vaccine","2023-2024","October Week 5","2023 Oct 28 12:00:00 AM","2024-10-26","21.225","5.7482","507","10006020","2023-2024, National. Poverty Status: Below Poverty","2","4","1","1","1","1010416","0"
,"National","National","Poverty Status","Below Poverty","4-level vaccination and intent","Probably will get a vaccine","2023-2024","October Week 5","2023 Oct 28 12:00:00 AM","2024-10-26","20.6729","5.9378","507","10006020","2023-2024, National. Poverty Status: Below Poverty","3","4","1","1","1","1010416","0"
,"National","National","Poverty Status","Below Poverty","4-level vaccination and intent","Definitely or probably will not get a vaccine","2023-2024","October Week 5","2023 Oct 28 12:00:00 AM","2024-10-26","29.8446","6.7427","507","10006020","2023-2024, National. Poverty Status: Below Poverty","4","4","1","1","1","1010416","0"
,"National","National","Poverty Status","Below Poverty","Up-to-date","Yes","2023-2024","November Week 1","2023 Nov 04 12:00:00 AM","2024-11-02","31.0425","1.343","17228","10387321","2023-2024, National. Poverty Status: Below Poverty",,"4","1","1","1","1010416","0"
,"National","National","Poverty Status","Below Poverty","4-level vaccination and intent","Received a vaccination","2023-2024","November Week 1","2023 Nov 04 12:00:00 AM","2024-11-02","31.0425","1.343","17228","10387321","2023-2024, National. Poverty Status: Below Poverty","1","4","1","1","1","1010416","0"
,"National","National","Poverty Status","Below Poverty","4-level vaccination and intent","Definitely will get a vaccine","2023-2024","November Week 1","2023 Nov 04 12:00:00 AM","2024-11-02","18.3347","4.6859","515","10387321","2023-2024, National. Poverty Status: Below Poverty","2","4","1","1","1","1010416","0"
,"National","National","Poverty Status","Below Poverty","4-level vaccination and intent","Probably will get a vaccine","2023-2024","November Week 1","2023 Nov 04 12:00:00 AM","2024-11-02","18.8314","5.4386","515","10387321","2023-2024, National. Poverty Status: Below Poverty","3","4","1","1","1","1010416","0"
,"National","National","Poverty Status","Below Poverty","4-level vaccination and intent","Definitely or probably will not get a vaccine","2023-2024","November Week 1","2023 Nov 04 12:00:00 AM","2024-11-02","31.7914","6.3468","515","10387321","2023-2024, National. Poverty Status: Below Poverty","4","4","1","1","1","1010416","0"
,"National","National","Poverty Status","Below Poverty","Up-to-date","Yes","2023-2024","November Week 2","2023 Nov 11 12:00:00 AM","2024-11-09","31.5136","1.3943","17228","9213288","2023-2024, National. Poverty Status: Below Poverty",,"4","1","1","1","1010416","0"
,"National","National","Poverty Status","Below Poverty","4-level vaccination and intent","Received a vaccination","2023-2024","November Week 2","2023 Nov 11 12:00:00 AM","2024-11-09","31.5136","1.3943","17228","9213288","2023-2024, National. Poverty Status: Below Poverty","1","4","1","1","1","1010416","0"
,"National","National","Poverty Status","Below Poverty","4-level vaccination and intent","Definitely will get a vaccine","2023-2024","November Week 2","2023 Nov 11 12:00:00 AM","2024-11-09","19.5396","5.9527","492","9213288","2023-2024, National. Poverty Status: Below Poverty","2","4","1","1","1","1010416","0"
,"National","National","Poverty Status","Below Poverty","4-level vaccination and intent","Probably will get a vaccine","2023-2024","November Week 2","2023 Nov 11 12:00:00 AM","2024-11-09","17.7422","5.4493","492","9213288","2023-2024, National. Poverty Status: Below Poverty","3","4","1","1","1","1010416","0"
,"National","National","Poverty Status","Below Poverty","4-level vaccination and intent","Definitely or probably will not get a vaccine","2023-2024","November Week 2","2023 Nov 11 12:00:00 AM","2024-11-09","31.2045","6.937","492","9213288","2023-2024, National. Poverty Status: Below Poverty","4","4","1","1","1","1010416","0"
,"National","National","Poverty Status","Poverty Status Unknown","Up-to-date","Yes","2023-2024","October Week 2","2023 Oct 07 12:00:00 AM","2024-10-05","18.3671","1.6732","16702","10513977","2023-2024, National. Poverty Status: Poverty Status Unknown",,"4","1","1","1","1010417","0"
,"National","National","Poverty Status","Poverty Status Unknown","4-level vaccination and intent","Received a vaccination","2023-2024","October Week 2","2023 Oct 07 12:00:00 AM","2024-10-05","18.3671","1.6732","16702","10513977","2023-2024, National. Poverty Status: Poverty Status Unknown","1","4","1","1","1","1010417","0"
,"National","National","Poverty Status","Poverty Status Unknown","4-level vaccination and intent","Definitely will get a vaccine","2023-2024","October Week 2","2023 Oct 07 12:00:00 AM","2024-10-05","25.2309","5.2187","588","10513977","2023-2024, National. Poverty Status: Poverty Status Unknown","2","4","1","1","1","1010417","0"
,"National","National","Poverty Status","Poverty Status Unknown","4-level vaccination and intent","Probably will get a vaccine","2023-2024","October Week 2","2023 Oct 07 12:00:00 AM","2024-10-05","22.7992","5.4105","588","10513977","2023-2024, National. Poverty Status: Poverty Status Unknown","3","4","1","1","1","1010417","0"
,"National","National","Poverty Status","Poverty Status Unknown","4-level vaccination and intent","Definitely or probably will not get a vaccine","2023-2024","October Week 2","2023 Oct 07 12:00:00 AM","2024-10-05","33.6027","5.7128","588","10513977","2023-2024, National. Poverty Status: Poverty Status Unknown","4","4","1","1","1","1010417","0"
,"National","National","Poverty Status","Poverty Status Unknown","Up-to-date","Yes","2023-2024","October Week 3","2023 Oct 14 12:00:00 AM","2024-10-12","19.8506","1.6776","16702","10325353","2023-2024, National. Poverty Status: Poverty Status Unknown",,"4","1","1","1","1010417","0"
,"National","National","Race and Ethnicity","Black, Non-Hispanic","Up-to-date","Yes","2023-2024","October Week 4","2023 Oct 21 12:00:00 AM","2024-10-19","20.7876","1.883","12751","9799285","2023-2024, National. Race/Ethnicity: Black, Non-Hispanic",,"5","1","1","1","1010518","0"
,"National","National","Race and Ethnicity","Black, Non-Hispanic","4-level vaccination and intent","Received a vaccination","2023-2024","October Week 4","2023 Oct 21 12:00:00 AM","2024-10-19","20.7876","1.883","12751","9799285","2023-2024, National. Race/Ethnicity: Black, Non-Hispanic","1","5","1","1","1","1010518","0"
,"National","National","Race and Ethnicity","Black, Non-Hispanic","4-level vaccination and intent","Definitely will get a vaccine","2023-2024","October Week 4","2023 Oct 21 12:00:00 AM","2024-10-19","27.629","6.2565","412","9799285","2023-2024, National. Race/Ethnicity: Black, Non-Hispanic","2","5","1","1","1","1010518","0"
,"National","National","Race and Ethnicity","Black, Non-Hispanic","4-level vaccination and intent","Probably will get a vaccine","2023-2024","October Week 4","2023 Oct 21 12:00:00 AM","2024-10-19","17.2763","4.9263","412","9799285","2023-2024, National. Race/Ethnicity: Black, Non-Hispanic","3","5","1","1","1","1010518","0"
,"National","National","Race and Ethnicity","Black, Non-Hispanic","4-level vaccination and intent","Definitely or probably will not get a vaccine","2023-2024","October Week 4","2023 Oct 21 12:00:00 AM","2024-10-19","34.3071","6.5303","412","9799285","2023-2024, National. Race/Ethnicity: Black, Non-Hispanic","4","5","1","1","1","1010518","0"
,"National","National","Race and Ethnicity","Black, Non-Hispanic","Up-to-date","Yes","2023-2024","October Week 5","2023 Oct 28 12:00:00 AM","2024-10-26","22.3289","2.2526","12751","9772630","2023-2024, National. Race/Ethnicity: Black, Non-Hispanic",,"5","1","1","1","1010518","0"
,"National","National","Race and Ethnicity","Black, Non-Hispanic","4-level vaccination and intent","Received a vaccination","2023-2024","October Week 5","2023 Oct 28 12:00:00 AM","2024-10-26","22.3289","2.2526","12751","9772630","2023-2024, National. Race/Ethnicity: Black, Non-Hispanic","1","5","1","1","1","1010518","0"
,"National","National","Race and Ethnicity","Black, Non-Hispanic","4-level vaccination and intent","Definitely will get a vaccine","2023-2024","October Week 5","2023 Oct 28 12:00:00 AM","2024-10-26","24.9698","6.2589","410","9772630","2023-2024, National. Race/Ethnicity: Black, Non-Hispanic","2","5","1","1","1","1010518","0"
,"National","National","Race and Ethnicity","Black, Non-Hispanic","4-level vaccination and intent","Probably will get a vaccine","2023-2024","October Week 5","2023 Oct 28 12:00:00 AM","2024-10-26","13.7058","4.8851","410","9772630","2023-2024, National. Race/Ethnicity: Black, Non-Hispanic","3","5","1","1","1","1010518","0"
,"National","National","Race and Ethnicity","Black, Non-Hispanic","4-level vaccination and intent","Definitely or probably will not get a vaccine","2023-2024","October Week 5","2023 Oct 28 12:00:00 AM","2024-10-26","38.9955","7.6791","410","9772630","2023-2024, National. Race/Ethnicity: Black, Non-Hispanic","4","5","1","1","1","1010518","0"
,"National","National","Race and Ethnicity","Black, Non-Hispanic","Up-to-date","Yes","2023-2024","November Week 1","2023 Nov 04 12:00:00 AM","2024-11-02","30.3648","1.6307","12751","9799286","2023-2024, National. Race/Ethnicity: Black, Non-Hispanic",,"5","1","1","1","1010518","0"
,"National","National","Race and Ethnicity","Black, Non-Hispanic","4-level vaccination and intent","Received a vaccination","2023-2024","November Week 1","2023 Nov 04 12:00:00 AM","2024-11-02","30.3648","1.6307","12751","9799286","2023-2024, National. Race/Ethnicity: Black, Non-Hispanic","1","5","1","1","1","1010518","0"
,"National","National","Race and Ethnicity","Black, Non-Hispanic","4-level vaccination and intent","Definitely will get a vaccine","2023-2024","November Week 1","2023 Nov 04 12:00:00 AM","2024-11-02","19.8591","5.0234","488","9799286","2023-2024, National. Race/Ethnicity: Black, Non-Hispanic","2","5","1","1","1","1010518","0"
