"Vaccine","Geographic Level","Geographic Name","Demographic Level","Demographic Name","indicator_label","indicator_category_label","Month_Week","Week_ending","Estimates","CI_Half_width_95pct","Unweighted Sample Size","Current_Season_Week_Ending","Influenza_Season","suppression_flag"
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Jan 15 12:00:00 AM",,,,"2025 Jan 11 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Jan 22 12:00:00 AM",,,,"2025 Jan 18 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Jan 29 12:00:00 AM",,,,"2025 Jan 25 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Feb 05 12:00:00 AM",,,,"2025 Feb 01 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Feb 12 12:00:00 AM",,,,"2025 Feb 08 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Feb 19 12:00:00 AM",,,,"2025 Feb 15 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Feb 26 12:00:00 AM",,,,"2025 Feb 22 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Mar 05 12:00:00 AM",,,,"2025 Mar 01 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Mar 12 12:00:00 AM",,,,"2025 Mar 08 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Mar 19 12:00:00 AM",,,,"2025 Mar 15 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Mar 26 12:00:00 AM",,,,"2025 Mar 22 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Apr 02 12:00:00 AM",,,,"2025 Mar 29 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Apr 09 12:00:00 AM",,,,"2025 Apr 05 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Apr 16 12:00:00 AM",,,,"2025 Apr 12 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Apr 23 12:00:00 AM",,,,"2025 Apr 19 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Apr 30 12:00:00 AM",,,,"2025 Apr 26 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 May 07 12:00:00 AM",,,,"2025 May 03 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 May 14 12:00:00 AM",,,,"2025 May 10 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 May 21 12:00:00 AM",,,,"2025 May 17 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 May 28 12:00:00 AM",,,,"2025 May 24 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Jun 04 12:00:00 AM",,,,"2025 May 31 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Jun 11 12:00:00 AM",,,,"2025 Jun 07 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Jun 18 12:00:00 AM",,,,"2025 Jun 14 12:00:00 AM","2021-2022",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Oct 01 12:00:00 AM",,,,"2024 Sep 28 12:00:00 AM","2022-2023",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Oct 08 12:00:00 AM",,,,"2024 Oct 05 12:00:00 AM","2022-2023",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Oct 15 12:00:00 AM",,,,"2024 Oct 12 12:00:00 AM","2022-2023",
,"State","Nevada","Overall","18+ years",,"Yes",,"2022 Oct 22 12:00:00 AM",,,,"2024 Oct 19 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 May 07 12:00:00 AM",,,,"2025 May 03 12:00:00 AM","2021-2022",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 May 14 12:00:00 AM",,,,"2025 May 10 12:00:00 AM","2021-2022",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 May 21 12:00:00 AM",,,,"2025 May 17 12:00:00 AM","2021-2022",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 May 28 12:00:00 AM",,,,"2025 May 24 12:00:00 AM","2021-2022",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 Jun 04 12:00:00 AM",,,,"2025 May 31 12:00:00 AM","2021-2022",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 Jun 11 12:00:00 AM",,,,"2025 Jun 07 12:00:00 AM","2021-2022",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 Jun 18 12:00:00 AM",,,,"2025 Jun 14 12:00:00 AM","2021-2022",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 Oct 01 12:00:00 AM",,,,"2024 Sep 28 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 Oct 08 12:00:00 AM",,,,"2024 Oct 05 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 Oct 15 12:00:00 AM",,,,"2024 Oct 12 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 Oct 22 12:00:00 AM",,,,"2024 Oct 19 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 Oct 29 12:00:00 AM",,,,"2024 Oct 26 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 Nov 05 12:00:00 AM",,,,"2024 Nov 02 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 Nov 12 12:00:00 AM",,,,"2024 Nov 09 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 Nov 19 12:00:00 AM",,,,"2024 Nov 16 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 Nov 26 12:00:00 AM",,,,"2024 Nov 23 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 Dec 03 12:00:00 AM",,,,"2024 Nov 30 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 Dec 10 12:00:00 AM",,,,"2024 Dec 07 12:00:00 AM","2022-2023",
"FLU","National","National","Age","18-49 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 5","2023 Dec 30 12:00:00 AM","29.7","5.1492","1,420","2024 Dec 28 12:00:00 AM","2023-2024","0"
"FLU","National","National","Age","18-49 years","4-level vaccination and intent","Received a vaccination","December Week 5","2023 Dec 30 12:00:00 AM","31.6","1.1105","230,540","2024 Dec 28 12:00:00 AM","2023-2024","0"
"FLU","National","National","Age","18-49 years","Up-to-date","Yes","December Week 5","2023 Dec 30 12:00:00 AM","31.6","1.1105","230,540","2024 Dec 28 12:00:00 AM","2023-2024","0"
"FLU","National","National","Age","30-39 years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 5","2023 Dec 30 12:00:00 AM","37.9","9.2533","494","2024 Dec 28 12:00:00 AM","2023-2024","0"
"FLU","National","National","Age","30-39 years","4-level vaccination and intent","Definitely will get a vaccine","December Week 5","2023 Dec 30 12:00:00 AM","7.9","4.9216","494","2024 Dec 28 12:00:00 AM","2023-2024","0"
"FLU","National","National","Age","30-39 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 5","2023 Dec 30 12:00:00 AM","23.1","7.3389","494","2024 Dec 28 12:00:00 AM","2023-2024","0"
"FLU","National","National","Age","30-39 years","4-level vaccination and intent","Received a vaccination","December Week 5","2023 Dec 30 12:00:00 AM","31.1","1.2805","77,353","2024 Dec 28 12:00:00 AM","2023-2024","0"
"FLU","National","National","Age","30-39 years","Up-to-date","Yes","December Week 5","2023 Dec 30 12:00:00 AM","31.1","1.2805","77,353","2024 Dec 28 12:00:00 AM","2023-2024","0"
"FLU","National","National","Age","40-49 years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 5","2023 Dec 30 12:00:00 AM","31.8","7.9744","508","2024 Dec 28 12:00:00 AM","2023-2024","0"
"FLU","National","National","Age","40-49 years","4-level vaccination and intent","Definitely will get a vaccine","December Week 5","2023 Dec 30 12:00:00 AM","8.6","6.0666","508","2024 Dec 28 12:00:00 AM","2023-2024","0"
"FLU","National","National","Age","40-49 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 5","2023 Dec 30 12:00:00 AM","24.7","7.2357","508","2024 Dec 28 12:00:00 AM","2023-2024","0"
"FLU","National","National","Age","40-49 years","4-level vaccination and intent","Received a vaccination","December Week 5","2023 Dec 30 12:00:00 AM","34.9","1.1772","74,551","2024 Dec 28 12:00:00 AM","2023-2024","0"
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 Dec 17 12:00:00 AM",,,,"2024 Dec 14 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 Dec 24 12:00:00 AM",,,,"2024 Dec 21 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2022 Dec 31 12:00:00 AM",,,,"2024 Dec 28 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 Jan 07 12:00:00 AM",,,,"2025 Jan 04 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 Jan 14 12:00:00 AM",,,,"2025 Jan 11 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 Jan 21 12:00:00 AM",,,,"2025 Jan 18 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 Jan 28 12:00:00 AM",,,,"2025 Jan 25 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 Feb 04 12:00:00 AM",,,,"2025 Feb 01 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 Feb 11 12:00:00 AM",,,,"2025 Feb 08 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 Feb 18 12:00:00 AM",,,,"2025 Feb 15 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 Feb 25 12:00:00 AM",,,,"2025 Feb 22 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 Mar 04 12:00:00 AM",,,,"2025 Mar 01 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 Mar 11 12:00:00 AM",,,,"2025 Mar 08 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 Mar 18 12:00:00 AM",,,,"2025 Mar 15 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 Mar 25 12:00:00 AM",,,,"2025 Mar 22 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 Apr 01 12:00:00 AM",,,,"2025 Mar 29 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 Apr 08 12:00:00 AM",,,,"2025 Apr 05 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 Apr 15 12:00:00 AM",,,,"2025 Apr 12 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 Apr 22 12:00:00 AM",,,,"2025 Apr 19 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 Apr 29 12:00:00 AM",,,,"2025 Apr 26 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 May 06 12:00:00 AM",,,,"2025 May 03 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 May 13 12:00:00 AM",,,,"2025 May 10 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 May 20 12:00:00 AM",,,,"2025 May 17 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 May 27 12:00:00 AM",,,,"2025 May 24 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 Jun 03 12:00:00 AM",,,,"2025 May 31 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 Jun 10 12:00:00 AM",,,,"2025 Jun 07 12:00:00 AM","2022-2023",
,"State","New Hampshire","Overall","18+ years",,"Yes",,"2023 Jun 17 12:00:00 AM",,,,"2025 Jun 14 12:00:00 AM","2022-2023",
,"State","New Jersey","Overall","18+ years",,"Yes",,"2021 Oct 02 12:00:00 AM",,,,"2024 Sep 28 12:00:00 AM","2021-2022",
,"State","New Jersey","Overall","18+ years",,"Yes",,"2021 Oct 09 12:00:00 AM",,,,"2024 Oct 05 12:00:00 AM","2021-2022",
,"State","New Jersey","Overall","18+ years",,"Yes",,"2021 Oct 16 12:00:00 AM",,,,"2024 Oct 12 12:00:00 AM","2021-2022",
,"State","New Jersey","Overall","18+ years",,"Yes",,"2021 Oct 23 12:00:00 AM",,,,"2024 Oct 19 12:00:00 AM","2021-2022",
,"State","New Jersey","Overall","18+ years",,"Yes",,"2021 Oct 30 12:00:00 AM",,,,"2024 Oct 26 12:00:00 AM","2021-2022",
,"State","New Jersey","Overall","18+ years",,"Yes",,"2021 Nov 06 12:00:00 AM",,,,"2024 Nov 02 12:00:00 AM","2021-2022",
,"State","New Jersey","Overall","18+ years",,"Yes",,"2021 Nov 13 12:00:00 AM",,,,"2024 Nov 09 12:00:00 AM","2021-2022",
,"State","New Jersey","Overall","18+ years",,"Yes",,"2021 Nov 20 12:00:00 AM",,,,"2024 Nov 16 12:00:00 AM","2021-2022",
,"State","New Jersey","Overall","18+ years",,"Yes",,"2021 Nov 27 12:00:00 AM",,,,"2024 Nov 23 12:00:00 AM","2021-2022",
,"State","New Jersey","Overall","18+ years",,"Yes",,"2021 Dec 04 12:00:00 AM",,,,"2024 Nov 30 12:00:00 AM","2021-2022",
,"State","New Jersey","Overall","18+ years",,"Yes",,"2021 Dec 11 12:00:00 AM",,,,"2024 Dec 07 12:00:00 AM","2021-2022",
,"State","New Jersey","Overall","18+ years",,"Yes",,"2021 Dec 18 12:00:00 AM",,,,"2024 Dec 14 12:00:00 AM","2021-2022",
,"State","New Jersey","Overall","18+ years",,"Yes",,"2021 Dec 25 12:00:00 AM",,,,"2024 Dec 21 12:00:00 AM","2021-2022",
,"State","New Jersey","Overall","18+ years",,"Yes",,"2022 Jan 01 12:00:00 AM",,,,"2024 Dec 28 12:00:00 AM","2021-2022",
,"State","New Jersey","Overall","18+ years",,"Yes",,"2022 Jan 08 12:00:00 AM",,,,"2025 Jan 04 12:00:00 AM","2021-2022",
,"State","New Jersey","Overall","18+ years",,"Yes",,"2022 Jan 15 12:00:00 AM",,,,"2025 Jan 11 12:00:00 AM","2021-2022",
,"State","New Jersey","Overall","18+ years",,"Yes",,"2022 Jan 22 12:00:00 AM",,,,"2025 Jan 18 12:00:00 AM","2021-2022",
,"State","New Jersey","Overall","18+ years",,"Yes",,"2022 Jan 29 12:00:00 AM",,,,"2025 Jan 25 12:00:00 AM","2021-2022",
,"National","National","Age","40-49 years",,"Yes",,"2022 Mar 26 12:00:00 AM",,,,"2025 Mar 22 12:00:00 AM","2021-2022",
,"National","National","Age","40-49 years",,"Yes",,"2022 Apr 02 12:00:00 AM",,,,"2025 Mar 29 12:00:00 AM","2021-2022",
,"National","National","Age","40-49 years",,"Yes",,"2022 Apr 09 12:00:00 AM",,,,"2025 Apr 05 12:00:00 AM","2021-2022",
,"National","National","Age","40-49 years",,"Yes",,"2022 Apr 16 12:00:00 AM",,,,"2025 Apr 12 12:00:00 AM","2021-2022",
,"National","National","Age","40-49 years",,"Yes",,"2022 Apr 23 12:00:00 AM",,,,"2025 Apr 19 12:00:00 AM","2021-2022",
,"National","National","Age","40-49 years",,"Yes",,"2022 Apr 30 12:00:00 AM",,,,"2025 Apr 26 12:00:00 AM","2021-2022",
,"National","National","Age","40-49 years",,"Yes",,"2022 May 07 12:00:00 AM",,,,"2025 May 03 12:00:00 AM","2021-2022",
,"National","National","Age","40-49 years",,"Yes",,"2022 May 14 12:00:00 AM",,,,"2025 May 10 12:00:00 AM","2021-2022",
,"National","National","Age","40-49 years",,"Yes",,"2022 May 21 12:00:00 AM",,,,"2025 May 17 12:00:00 AM","2021-2022",
,"National","National","Age","40-49 years",,"Yes",,"2022 May 28 12:00:00 AM",,,,"2025 May 24 12:00:00 AM","2021-2022",
,"National","National","Age","40-49 years",,"Yes",,"2022 Jun 04 12:00:00 AM",,,,"2025 May 31 12:00:00 AM","2021-2022",
,"National","National","Age","40-49 years",,"Yes",,"2022 Jun 11 12:00:00 AM",,,,"2025 Jun 07 12:00:00 AM","2021-2022",
,"National","National","Age","40-49 years",,"Yes",,"2022 Jun 18 12:00:00 AM",,,,"2025 Jun 14 12:00:00 AM","2021-2022",
,"National","National","Age","40-49 years",,"Yes",,"2022 Oct 01 12:00:00 AM",,,,"2024 Sep 28 12:00:00 AM","2022-2023",
,"National","National","Age","40-49 years",,"Yes",,"2022 Oct 08 12:00:00 AM",,,,"2024 Oct 05 12:00:00 AM","2022-2023",
,"National","National","Age","40-49 years",,"Yes",,"2022 Oct 15 12:00:00 AM",,,,"2024 Oct 12 12:00:00 AM","2022-2023",
"FLU","Substate","Illinois-Rest of State","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","November Week 1","2023 Nov 04 12:00:00 AM","26.6","5.2701","421","2024 Nov 02 12:00:00 AM","2023-2024","0"
"FLU","Substate","Illinois-Rest of State","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","November Week 2","2023 Nov 11 12:00:00 AM","29","4.7312","478","2024 Nov 09 12:00:00 AM","2023-2024","0"
"FLU","Substate","Illinois-Rest of State","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","November Week 3","2023 Nov 18 12:00:00 AM","33.7","6.5848","293","2024 Nov 16 12:00:00 AM","2023-2024","0"
"FLU","Substate","Illinois-Rest of State","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","November Week 4","2023 Nov 25 12:00:00 AM","30.3","6.9195","232","2024 Nov 23 12:00:00 AM","2023-2024","0"
"FLU","Substate","Illinois-Rest of State","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","October Week 1","2023 Sep 30 12:00:00 AM","27.9","4.1123","623","2024 Sep 28 12:00:00 AM","2023-2024","0"
"FLU","Substate","Illinois-Rest of State","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","October Week 2","2023 Oct 07 12:00:00 AM","32.5","4.0858","737","2024 Oct 05 12:00:00 AM","2023-2024","0"
"FLU","Substate","Illinois-Rest of State","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","October Week 3","2023 Oct 14 12:00:00 AM","28.2","4.81","477","2024 Oct 12 12:00:00 AM","2023-2024","0"
"FLU","Substate","Illinois-Rest of State","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","October Week 4","2023 Oct 21 12:00:00 AM","35.2","5.8608","415","2024 Oct 19 12:00:00 AM","2023-2024","0"
"FLU","Substate","Illinois-Rest of State","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","October Week 5","2023 Oct 28 12:00:00 AM","33","5.1548","476","2024 Oct 26 12:00:00 AM","2023-2024","0"
"FLU","Substate","Illinois-Rest of State","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 1","2023 Dec 02 12:00:00 AM","10.9","3.1807","473","2024 Nov 30 12:00:00 AM","2023-2024","0"
,"National","National","Age","40-49 years",,"Yes",,"2022 Oct 22 12:00:00 AM",,,,"2024 Oct 19 12:00:00 AM","2022-2023",
,"National","National","Age","40-49 years",,"Yes",,"2022 Oct 29 12:00:00 AM",,,,"2024 Oct 26 12:00:00 AM","2022-2023",
,"National","National","Age","40-49 years",,"Yes",,"2022 Nov 05 12:00:00 AM",,,,"2024 Nov 02 12:00:00 AM","2022-2023",
,"National","National","Age","40-49 years",,"Yes",,"2022 Nov 12 12:00:00 AM",,,,"2024 Nov 09 12:00:00 AM","2022-2023",
,"National","National","Age","40-49 years",,"Yes",,"2022 Nov 19 12:00:00 AM",,,,"2024 Nov 16 12:00:00 AM","2022-2023",
,"National","National","Age","40-49 years",,"Yes",,"2022 Nov 26 12:00:00 AM",,,,"2024 Nov 23 12:00:00 AM","2022-2023",
,"National","National","Age","40-49 years",,"Yes",,"2022 Dec 03 12:00:00 AM",,,,"2024 Nov 30 12:00:00 AM","2022-2023",
,"National","National","Age","40-49 years",,"Yes",,"2022 Dec 10 12:00:00 AM",,,,"2024 Dec 07 12:00:00 AM","2022-2023",
,"National","National","Age","65+ years",,"Yes",,"2022 May 28 12:00:00 AM",,,,"2025 May 24 12:00:00 AM","2021-2022",
,"National","National","Age","65+ years",,"Yes",,"2022 Jun 04 12:00:00 AM",,,,"2025 May 31 12:00:00 AM","2021-2022",
,"National","National","Age","65+ years",,"Yes",,"2022 Jun 11 12:00:00 AM",,,,"2025 Jun 07 12:00:00 AM","2021-2022",
,"National","National","Age","65+ years",,"Yes",,"2022 Jun 18 12:00:00 AM",,,,"2025 Jun 14 12:00:00 AM","2021-2022",
,"National","National","Age","65+ years",,"Yes",,"2022 Oct 01 12:00:00 AM",,,,"2024 Sep 28 12:00:00 AM","2022-2023",
,"National","National","Age","65+ years",,"Yes",,"2022 Oct 08 12:00:00 AM",,,,"2024 Oct 05 12:00:00 AM","2022-2023",
,"National","National","Age","65+ years",,"Yes",,"2022 Oct 15 12:00:00 AM",,,,"2024 Oct 12 12:00:00 AM","2022-2023",
,"National","National","Age","65+ years",,"Yes",,"2022 Oct 22 12:00:00 AM",,,,"2024 Oct 19 12:00:00 AM","2022-2023",
,"National","National","Age","65+ years",,"Yes",,"2022 Oct 29 12:00:00 AM",,,,"2024 Oct 26 12:00:00 AM","2022-2023",
,"National","National","Age","65+ years",,"Yes",,"2022 Nov 05 12:00:00 AM",,,,"2024 Nov 02 12:00:00 AM","2022-2023",
,"National","National","Age","65+ years",,"Yes",,"2022 Nov 12 12:00:00 AM",,,,"2024 Nov 09 12:00:00 AM","2022-2023",
,"National","National","Age","65+ years",,"Yes",,"2022 Nov 19 12:00:00 AM",,,,"2024 Nov 16 12:00:00 AM","2022-2023",
,"National","National","Age","65+ years",,"Yes",,"2022 Nov 26 12:00:00 AM",,,,"2024 Nov 23 12:00:00 AM","2022-2023",
,"National","National","Age","65+ years",,"Yes",,"2022 Dec 03 12:00:00 AM",,,,"2024 Nov 30 12:00:00 AM","2022-2023",
,"National","National","Age","65+ years",,"Yes",,"2022 Dec 10 12:00:00 AM",,,,"2024 Dec 07 12:00:00 AM","2022-2023",
,"National","National","Age","65+ years",,"Yes",,"2022 Dec 17 12:00:00 AM",,,,"2024 Dec 14 12:00:00 AM","2022-2023",
,"National","National","Age","65+ years",,"Yes",,"2022 Dec 24 12:00:00 AM",,,,"2024 Dec 21 12:00:00 AM","2022-2023",
,"National","National","Age","65+ years",,"Yes",,"2022 Dec 31 12:00:00 AM",,,,"2024 Dec 28 12:00:00 AM","2022-2023",
